timestep,state,action,next_state,reward,done,number_of_pods,cpu_util,latency_violation,latency,hpa_threshold,info
4569,108,2,143,100,False,1,14.323977240713644,0,0.17044118815646572,100,
4570,143,2,846,0,False,1,89.74889189976606,1,2.4301540932019257,100,
4571,846,2,846,0,False,1,87.58864631109537,1,2.4200557906522704,100,
4572,846,1,143,100,False,1,13.916032817491631,0,0.16986649841639362,100,
4573,143,1,143,100,False,1,14.461840630466883,0,0.1537549923747344,100,
4574,143,1,846,0,False,1,92.79405789897802,1,2.3501686918978355,100,
4575,846,1,846,0,False,1,89.8428932928546,1,2.3877338396337726,100,
4576,846,2,143,100,False,1,14.83001791476878,0,0.17526784933953485,100,
4577,143,0,108,100,False,1,14.147769599499826,0,0.16304854305066496,80,
4578,108,0,432,0,False,3,43.77477560727387,1,0.26696521933006834,60,
4579,432,2,643,0,False,2,68.38552585636732,1,0.41690768231451447,80,
4580,643,1,108,100,False,1,13.981482157186019,0,0.15992039911157496,80,
4581,108,0,73,100,False,1,13.362307388472843,0,0.16689224569762404,60,
4582,73,0,229,0,False,4,33.53611459201404,1,0.25977068288559263,40,
4583,229,1,228,39.324017007171825,False,4,32.523840982417276,0,0.2401115088729439,40,
4584,228,0,3,100,False,1,14.590326121056304,0,0.17433739416514513,20,
4585,3,1,3,100,False,1,13.720333662052443,0,0.18351950667770717,20,
4586,3,0,24,79.37215395443741,False,7,19.07926134472279,0,0.18062465601977146,20,
4587,24,0,24,79.34711589563737,False,7,18.736276387284605,0,0.18024031480582306,20,
4588,24,1,3,100,False,1,14.778153478675263,0,0.16437406310415037,20,
4589,3,1,3,100,False,1,13.719463173947343,0,0.17233329426727623,20,
4590,3,2,228,80.38407649716714,False,4,33.272936223312534,0,0.21359088876872315,40,
4591,228,1,228,67.4845622824825,False,4,32.75813808055957,0,0.22202528627548102,40,
4592,228,1,38,100,False,1,13.53752378368812,0,0.17756278665495517,40,
4593,38,0,3,100,False,1,14.666141408979689,0,0.17230012867611189,20,
4594,3,2,228,61.063706141627165,False,4,33.36718544382159,0,0.22582079038594288,40,
4595,228,0,24,79.68438506598415,False,7,18.87528151315776,0,0.18627808929934003,20,
4596,24,1,3,100,False,1,13.853138287065214,0,0.17264386323904188,20,
4597,3,2,38,100,False,1,13.984603367223533,0,0.1675242662646205,40,
4598,38,0,24,79.72595405854409,False,7,19.213275554975016,0,0.18721552786521264,20,
4599,24,2,228,73.63783777536509,False,4,33.97538353140944,0,0.218242823739013,40,
4600,228,2,73,100,False,1,14.425676053987523,0,0.16522561460575927,60,
4601,73,0,38,100,False,1,14.241494832277404,0,0.1772955666321643,40,
4602,38,2,431,56.146196797481565,False,3,46.04294030030181,0,0.23077488068125232,60,
4603,431,2,642,0,False,2,64.47651973947501,1,0.3492625207038298,80,
4604,642,1,108,100,False,1,14.041969139485373,0,0.16829930593968553,80,
4605,108,0,73,100,False,1,13.697225798105272,0,0.16666277343946442,60,
4606,73,0,228,40.54072839309758,False,4,33.69684995907885,0,0.23914852449329335,40,
4607,228,1,228,33.34218601549995,False,4,33.60295366925116,0,0.2455187371551416,40,
4608,228,1,38,100,False,1,14.46255530349797,0,0.17211255760797028,40,
4609,38,0,3,100,False,1,14.098000337869195,0,0.16124642278851598,20,
4610,3,1,24,79.63972934064232,False,7,19.067920404331524,0,0.1853371022259859,20,
4611,24,1,24,79.56085247450362,False,7,18.92716790199243,0,0.1838067691634243,20,
4612,24,2,38,100,False,1,13.702476037102347,0,0.15732772097612124,40,
4613,38,0,3,100,False,1,13.861873031582935,0,0.16730819622777332,20,
4614,3,2,228,89.99915173335441,False,4,32.31552278705434,0,0.19928942017919626,40,
4615,228,2,430,93.19126975341399,False,3,44.20107996075359,0,0.19079958810327263,60,
4616,430,2,108,100,False,1,13.811713830476837,0,0.17147232444987612,80,
4617,108,2,143,100,False,1,14.328611208204206,0,0.16109512037033175,100,
4618,143,0,642,0,False,2,64.944160634787,1,0.30185262002837265,80,
4619,642,0,431,58.42058519193545,False,3,43.9800169926006,0,0.22938233679569253,60,
4620,431,2,108,100,False,1,14.695287877195575,0,0.16641483369474536,80,
4621,108,2,143,100,False,1,13.46390702716378,0,0.17066588695615276,100,
4622,143,0,643,0,False,2,66.91704057611815,1,0.4363512720284274,80,
4623,643,1,642,0,False,2,66.74500309818421,1,0.3493963172954397,80,
4624,642,0,73,100,False,1,13.850304804183015,0,0.17564647497509564,60,
4625,73,0,38,100,False,1,14.88616697432941,0,0.1621053096519764,40,
4626,38,2,432,0,False,3,45.09775602451683,1,0.257455372886997,60,
4627,432,0,228,71.95836922368281,False,4,33.291018593161596,0,0.2193019570239973,40,
4628,228,0,3,100,False,1,14.397419467397109,0,0.1683217614476375,20,
4629,3,2,38,100,False,1,14.190096732458825,0,0.16250808866052965,40,
4630,38,0,24,79.68841640815637,False,7,19.0025530899316,0,0.18636620279444377,20,
4631,24,2,228,30.78879151082908,False,4,33.327249872685094,0,0.24834753703527496,40,
4632,228,2,73,100,False,1,14.340059206765815,0,0.18644118436364618,60,
4633,73,2,108,100,False,1,14.322509138455425,0,0.1567747923067207,80,
4634,108,2,846,0,False,1,92.57723180692615,1,2.4008384412189008,100,
4635,846,0,642,0,False,2,67.91134982734141,1,0.2942774896259562,80,
4636,642,0,73,100,False,1,13.925661798559616,0,0.15637817110653043,60,
4637,73,0,37,100,False,1,14.285545587880025,0,0.14637253975044168,40,
4638,37,2,430,93.30357349532372,False,3,44.00939856946658,0,0.19579072977001313,60,
4639,430,2,643,0,False,2,65.58024272271449,1,0.43270579668965253,80,
4640,643,2,143,100,False,1,14.404384519860997,0,0.15810056556862268,100,
4641,143,0,108,100,False,1,14.370786163841723,0,0.16454480747437164,80,
4642,108,0,431,38.496363546737335,False,3,45.073747131983566,0,0.2437269224800101,60,
4643,431,1,432,0,False,3,45.09705472902105,1,0.2534988608241974,60,
4644,432,0,38,100,False,1,14.405817834654625,0,0.17037511302904987,40,
4645,38,0,3,100,False,1,13.638481898826042,0,0.1630944746573753,20,
4646,3,0,24,79.83671730016995,False,7,19.098305131448924,0,0.19013563912714357,20,
4647,24,1,24,79.7867223819326,False,7,18.896052912259087,0,0.18872415167564535,20,
4648,24,1,3,100,False,1,14.188833509674232,0,0.16924462954129452,20,
4649,3,1,3,100,False,1,14.887069118332615,0,0.17019706718890368,20,
4650,3,2,229,0,False,4,34.13023151054958,1,0.2559981437089642,40,
4651,229,1,228,87.92556214708601,False,4,33.74432192291069,0,0.20613217037173054,40,
4652,228,0,3,100,False,1,13.67629301286346,0,0.1729293710668218,20,
4653,3,1,3,100,False,1,13.79256827496458,0,0.16449266159331324,20,
4654,3,2,228,89.9009440720934,False,4,33.60199548769364,0,0.20133045427498836,40,
4655,228,2,431,35.648765145249335,False,3,44.70691567173779,0,0.2466052860091079,60,
4656,431,2,108,100,False,1,14.712382599546245,0,0.17370284761964233,80,
4657,108,2,143,100,False,1,13.908983525069651,0,0.1592784380055006,100,
4658,143,1,846,0,False,1,90.48146760290467,1,2.416590633504701,100,
4659,846,1,846,0,False,1,89.5732532782584,1,2.4197326417387948,100,
4660,846,0,108,100,False,1,13.871498811576336,0,0.16661007087564028,80,
4661,108,2,143,100,False,1,14.843967124929897,0,0.171212944442938,100,
4662,143,0,643,0,False,2,64.0965748767131,1,0.42664264596073986,80,
4663,643,2,846,0,False,1,89.82471588538243,1,2.430973224001708,100,
4664,846,1,143,100,False,1,14.082085256801287,0,0.1671029080169309,100,
4665,143,2,143,100,False,1,14.591304485854668,0,0.17110602297724445,100,
4666,143,1,846,0,False,1,88.15934150557844,1,2.6213805610806813,100,
4667,846,0,643,0,False,2,64.64536619782213,1,0.43362646187608656,80,
4668,643,0,73,100,False,1,14.077664438604042,0,0.15219933371608138,60,
4669,73,0,38,100,False,1,13.698032996763432,0,0.17540735846690247,40,
4670,38,0,24,79.69780083236083,False,7,18.975185472153342,0,0.18657353874548865,20,
4671,24,0,24,79.33382381865863,False,7,19.10589480064901,0,0.18003922937610192,20,
4672,24,0,3,100,False,1,14.523103024056274,0,0.16566280901674574,20,
4673,3,0,3,100,False,1,14.171949098816313,0,0.16379447264108202,20,
4674,3,0,24,79.63810423665824,False,7,18.901235413300785,0,0.18530398317296215,20,
4675,24,1,24,79.72113588440224,False,7,19.141795424967857,0,0.1871034089745456,20,
4676,24,0,3,100,False,1,13.995871456128912,0,0.15932277157335764,20,
4677,3,0,3,100,False,1,14.38316524729321,0,0.1784927659290199,20,
4678,3,2,228,67.49856020773325,False,4,32.997144756843866,0,0.22201692084750688,40,
4679,228,0,24,79.67008024097447,False,7,18.745170404931642,0,0.18596985198643817,20,
4680,24,0,3,100,False,1,13.94049659475927,0,0.1687535589022896,20,
4681,3,0,3,100,False,1,13.836273915464393,0,0.17689309131132458,20,
4682,3,2,228,79.80560840875125,False,4,33.32432469312827,0,0.21402657296842742,40,
4683,228,0,24,79.61623412382536,False,7,18.62390358749585,0,0.1848652538263978,20,
4684,24,2,38,100,False,1,14.581859126194924,0,0.1737929941227595,40,
4685,38,2,73,100,False,1,13.93761321416738,0,0.1760281791741894,60,
4686,73,1,431,34.58162558563025,False,3,42.50526188465528,0,0.24780532037228592,60,
4687,431,1,432,0,False,3,43.02942309486591,1,0.29396198202869916,60,
4688,432,1,73,100,False,1,13.812296499819427,0,0.1770987096548288,60,
4689,73,2,108,100,False,1,14.610796321327308,0,0.1614516613543447,80,
4690,108,0,432,0,False,3,43.601141940835824,1,0.2706613622026204,60,
4691,432,1,430,93.32739396368325,False,3,46.66147555085234,0,0.19811971037619755,60,
4692,430,2,108,100,False,1,13.759099601238429,0,0.16554514587240446,80,
4693,108,1,108,100,False,1,14.486688237169563,0,0.17652934844301454,80,
4694,108,2,846,0,False,1,92.44937682076635,1,2.4294361706676124,100,
4695,846,0,642,0,False,2,63.07578888372845,1,0.3587212848715316,80,
4696,642,0,73,100,False,1,14.398518406146627,0,0.17174582772726055,60,
4697,73,0,38,100,False,1,14.77875212904878,0,0.16446928160473445,40,
4698,38,0,24,79.88350079102749,False,7,18.934680589555278,0,0.19166918157019247,20,
4699,24,1,24,79.64696516434338,False,7,18.769342098224662,0,0.18548547361082907,20,
4700,24,1,3,100,False,1,14.226306877301212,0,0.16274226022446248,20,
4701,3,1,3,100,False,1,14.540858771471854,0,0.17771906609257743,20,
4702,3,1,24,79.82824750022344,False,7,19.001615360977183,0,0.18988272482650995,20,
4703,24,1,24,79.81656645375773,False,7,19.11177307383397,0,0.18954390389583667,20,
4704,24,1,3,100,False,1,13.91320035140078,0,0.17299095017526864,20,
4705,3,2,38,100,False,1,13.402952117860812,0,0.17290592886916978,40,
4706,38,1,228,46.998479687379614,False,4,33.822105377087944,0,0.23450932275315628,40,
4707,228,2,431,78.84773554298866,False,3,43.62895236301187,0,0.21702398145587623,60,
4708,431,2,108,100,False,1,14.055941152093398,0,0.15648097060822683,80,
4709,108,1,108,100,False,1,13.891446821985923,0,0.15963289332399222,80,
4710,108,1,642,0,False,2,66.91999251687002,1,0.31721126265632504,80,
4711,642,1,642,0,False,2,63.43522704236802,1,0.35882598324246884,80,
4712,642,0,73,100,False,1,14.313719444149667,0,0.1770656490859088,60,
4713,73,0,38,100,False,1,13.808064230762026,0,0.17089363287891243,40,
4714,38,0,24,79.82223556917651,False,7,19.06681139069138,0,0.1897069565403808,20,
4715,24,1,24,79.78289838731472,False,7,18.799310596619943,0,0.18862335894930585,20,
4716,24,2,38,100,False,1,14.127290072366307,0,0.16435013757530684,40,
4717,38,0,3,100,False,1,14.181600688949123,0,0.16646981327593757,20,
4718,3,1,24,79.80572292784305,False,7,18.863744166621288,0,0.18923887151244803,20,
4719,24,2,227,89.98964393309653,False,4,33.97222457532826,0,0.19751710218300056,40,
4720,227,2,73,100,False,1,14.74071427878064,0,0.17619894671627695,60,
4721,73,1,73,100,False,1,13.750012936769481,0,0.16191155531862206,60,
4722,73,2,642,0,False,2,65.15800341938724,1,0.35930710894066953,80,
4723,642,2,846,0,False,1,92.93972058068782,1,2.4080913986009316,100,
4724,846,0,108,100,False,1,14.457031254609323,0,0.16199163262047964,80,
4725,108,0,73,100,False,1,14.677246039226818,0,0.16725699429837373,60,
4726,73,2,643,0,False,2,64.44014587312418,1,0.4117838056804374,80,
4727,643,0,432,0,False,3,46.90020622720651,1,0.25812742012257534,60,
4728,432,0,38,100,False,1,14.532961173429198,0,0.15952658284896393,40,
4729,38,2,73,100,False,1,13.593702771810834,0,0.17302210585293132,60,
4730,73,1,431,91.86702605228106,False,3,45.47194725226336,0,0.2051441414731579,60,
4731,431,2,643,0,False,2,64.58258593555982,1,0.3834733315179014,80,
4732,643,0,73,100,False,1,14.661936625708465,0,0.17436147449815953,60,
4733,73,0,38,100,False,1,14.39790379463648,0,0.17878273638392156,40,
4734,38,1,228,75.21406812890302,False,4,33.099951143146065,0,0.2172219868129841,40,
4735,228,0,24,79.51933629364392,False,7,19.075717059459553,0,0.1830560874719417,20,
4736,24,0,3,100,False,1,14.910563109042696,0,0.16607304824620314,20,
4737,3,2,38,100,False,1,14.321206087629076,0,0.1556119111465235,40,
4738,38,0,24,79.66095462271153,False,7,19.23679331471989,0,0.18577667236593143,20,
4739,24,0,24,79.72959873531218,False,7,19.208528888811056,0,0.18730099186649304,20,
4740,24,2,38,100,False,1,13.905825518391325,0,0.17626971143686138,40,
4741,38,1,38,100,False,1,14.156139915531824,0,0.17588944091315978,40,
4742,38,1,228,79.41844512196401,False,4,35.14586553291627,0,0.21431304212704935,40,
4743,228,0,24,79.43127733513717,False,7,19.207490366165416,0,0.1815634036936016,20,
4744,24,2,38,100,False,1,13.87463172038956,0,0.1701355544458462,40,
4745,38,2,73,100,False,1,13.615447532375136,0,0.1582518181088407,60,
4746,73,2,643,0,False,2,64.22481214219745,1,0.49178619124933076,80,
4747,643,0,431,90.69396046995382,False,3,44.95443115275784,0,0.20693132039510145,60,
4748,431,0,38,100,False,1,14.97990187006613,0,0.16579864391968932,40,
4749,38,1,38,100,False,1,14.639878075170065,0,0.16643133805580979,40,
4750,38,1,228,0,False,4,34.189606600749485,1,0.2500105629266989,40,
4751,228,1,228,36.052894177808895,False,4,33.96645603090852,0,0.2429040511799962,40,
4752,228,2,72,100,False,1,14.441818955369428,0,0.14777780531990803,60,
4753,72,2,108,100,False,1,14.134255147407263,0,0.1607875425792928,80,
4754,108,0,432,0,False,3,44.25663923599417,1,0.26323222402185004,60,
4755,432,2,642,0,False,2,63.83762357090279,1,0.33135268117338407,80,
4756,642,0,73,100,False,1,14.084624369542745,0,0.16013753456302846,60,
4757,73,2,108,100,False,1,13.940287751290489,0,0.15263907765134066,80,
4758,108,0,432,0,False,3,43.92621421954719,1,0.25323008076538245,60,
4759,432,0,228,75.39739989100539,False,4,33.41911600706254,0,0.21710126394352477,40,
4760,228,0,3,100,False,1,14.217232166905339,0,0.17044431838477583,20,
4761,3,2,38,100,False,1,14.33163875110797,0,0.1722516768607825,40,
4762,38,0,24,79.66111804515003,False,7,18.91029502860641,0,0.18578010898799463,20,
4763,24,0,24,79.85364131038031,False,7,18.880553050452377,0,0.1906613989329386,20,
4764,24,1,3,100,False,1,15.522041739429522,0,0.1543788352987571,20,
4765,3,1,3,100,False,1,14.268068887039126,0,0.18424392958829733,20,
4766,3,0,24,79.65931784459328,False,7,18.959882191582757,0,0.1857422976942437,20,
4767,24,1,24,79.75342435732601,False,7,18.79061721267024,0,0.18787439378783088,20,
4768,24,1,3,100,False,1,13.89046491237317,0,0.1645106731303075,20,
4769,3,2,38,100,False,1,14.442546746988393,0,0.16670240113939244,40,
4770,38,2,431,0,False,3,43.310327515198644,1,0.2506883564753785,60,
4771,431,2,642,0,False,2,67.35490438861883,1,0.3677561641519496,80,
4772,642,1,108,100,False,1,13.829055223404064,0,0.15626088268120178,80,
4773,108,1,108,100,False,1,14.359426193715068,0,0.15962185262706094,80,
4774,108,0,431,34.65817484827137,False,3,44.70669786234333,0,0.2477165663717034,60,
4775,431,1,431,89.56299641109797,False,3,45.53310118409523,0,0.20831916437508918,60,
4776,431,1,73,100,False,1,14.363501104764772,0,0.16502908622780943,60,
4777,73,2,108,100,False,1,14.025461715816315,0,0.16960055865987422,80,
4778,108,2,846,0,False,1,92.62913039051847,1,2.53274528553826,100,
4779,846,2,846,0,False,1,84.4382462025923,1,2.350245586179517,100,
4780,846,2,143,100,False,1,14.509358407874608,0,0.178791437106236,100,
4781,143,0,108,100,False,1,13.832109344671062,0,0.1675650733208308,80,
4782,108,0,431,52.533684377624915,False,3,44.056622221055285,0,0.23305893432157576,60,
4783,431,2,643,0,False,2,67.74324803110427,1,0.527204969854874,80,
4784,643,1,108,100,False,1,14.412352348185827,0,0.17459161265965864,80,
4785,108,0,73,100,False,1,14.698309557170289,0,0.15899974583359208,60,
4786,73,0,228,38.424317548763234,False,4,33.713989486462474,0,0.2408476413651353,40,
4787,228,1,228,61.103532655736444,False,4,33.29431596913036,0,0.225797315062487,40,
4788,228,2,73,100,False,1,13.967339440418778,0,0.16794927967474682,60,
4789,73,1,73,100,False,1,14.81571012357631,0,0.17161817825872194,60,
4790,73,2,642,0,False,2,64.27018840686623,1,0.3352192566540972,80,
4791,642,1,642,0,False,2,67.08444200342863,1,0.36097327699676324,80,
4792,642,2,143,100,False,1,13.987218627154899,0,0.17737995915722188,100,
4793,143,2,143,100,False,1,14.270651049920303,0,0.1645100988964122,100,
4794,143,0,643,0,False,2,67.67984591193323,1,0.43023315398502193,80,
4795,643,1,642,0,False,2,64.59583448352248,1,0.3681438474004629,80,
4796,642,0,73,100,False,1,13.986320838668652,0,0.16691618053249718,60,
4797,73,0,38,100,False,1,14.809805690721294,0,0.1695278620380299,40,
4798,38,0,24,79.40613387497709,False,7,18.77760122523312,0,0.1811585628681931,20,
4799,24,1,24,79.6635610844398,False,7,18.691694683929942,0,0.18583158224314236,20,
4800,24,1,3,100,False,1,14.091121940009437,0,0.1536710872193432,20,
4801,3,2,38,100,False,1,13.511436102399164,0,0.16273965827360035,40,
4802,38,1,228,77.70879719313214,False,4,33.154802420022584,0,0.21553566927285547,40,
4803,228,0,24,79.60600167870723,False,7,19.164167835696848,0,0.1846642473682727,20,
4804,24,1,3,100,False,1,14.797460051117488,0,0.17568375622300558,20,
4805,3,1,3,100,False,1,14.161441764107241,0,0.15262677877361464,20,
4806,3,0,24,79.65919325723326,False,7,18.837573027517617,0,0.18573968454281312,20,
4807,24,1,24,79.64555770992499,False,7,19.01067533843396,0,0.18545649623068844,20,
4808,24,1,3,100,False,1,13.564714090207286,0,0.1699787636554717,20,
4809,3,1,3,100,False,1,13.896416151609184,0,0.17628993719612737,20,
4810,3,2,228,74.77612249264124,False,4,33.81414302646839,0,0.21750860017200632,40,
4811,228,0,24,79.54871598468782,False,7,19.00213891519642,0,0.1835838169162386,20,
4812,24,2,38,100,False,1,14.317410874908639,0,0.1674085013229865,40,
4813,38,0,3,100,False,1,15.02466739149564,0,0.16780468319050537,20,
4814,3,0,24,79.63939869203013,False,7,18.936590072883558,0,0.18533035772617734,20,
4815,24,2,228,50.915106605734984,False,4,33.174650946434966,0,0.2319618970552231,40,
4816,228,1,38,100,False,1,14.21837199698713,0,0.1621193132681572,40,
4817,38,1,38,100,False,1,14.301721546528883,0,0.16737543980454575,40,
4818,38,2,431,34.110166445645625,False,3,45.1014382719609,0,0.24836187152727748,60,
4819,431,1,432,0,False,3,45.32160048073535,1,0.25923439400181403,60,
4820,432,2,108,100,False,1,14.56400228689059,0,0.166345767322293,80,
4821,108,0,72,100,False,1,14.950957971697468,0,0.14624660433227016,60,
4822,72,0,228,83.88968389436263,False,4,32.97396119848112,0,0.21068511435957238,40,
4823,228,0,24,79.37706832876691,False,7,19.096751434588967,0,0.18070097511186353,20,
4824,24,2,38,100,False,1,14.170584135007772,0,0.16129121505603078,40,
4825,38,1,38,100,False,1,13.785606509573615,0,0.18032888427055407,40,
4826,38,0,24,79.67989816173362,False,7,19.113242325060458,0,0.18618067322587492,20,
4827,24,0,24,79.67538301508598,False,7,18.759275114971995,0,0.18608332605317837,20,
4828,24,1,3,100,False,1,13.726165154582551,0,0.17158177353285275,20,
4829,3,1,3,100,False,1,14.084433151530892,0,0.16202527309874454,20,
4830,3,0,24,79.43266177542856,False,7,19.180585015824605,0,0.18158594911638806,20,
4831,24,1,24,79.79557437552252,False,7,18.981477416765543,0,0.1889609808457393,20,
4832,24,1,3,100,False,1,14.174471313141654,0,0.18588111559360632,20,
4833,3,1,3,100,False,1,14.379221457256591,0,0.1556822903429114,20,
4834,3,1,24,79.76701538352705,False,7,18.85608337399415,0,0.18821388007819087,20,
4835,24,1,24,79.75627721955537,False,7,19.10150155094427,0,0.18794486724462944,20,
4836,24,1,3,100,False,1,14.701077421764985,0,0.17155205427378573,20,
4837,3,1,3,100,False,1,13.509267597055702,0,0.16012684825298226,20,
4838,3,2,228,53.838468212938764,False,4,34.34977502552436,0,0.23014334449573715,40,
4839,228,1,228,52.835605430926115,False,4,33.588792156334236,0,0.23076080671877341,40,
4840,228,1,38,100,False,1,14.004450910332142,0,0.15407694314595255,40,
4841,38,2,73,100,False,1,13.520201182982174,0,0.16647586460881525,60,
4842,73,1,431,93.21259374349037,False,3,44.1988366844376,0,0.20146898798165766,60,
4843,431,1,431,80.84392421815247,False,3,44.501941460952125,0,0.215673469698252,60,
4844,431,2,108,100,False,1,14.515842024294606,0,0.167285768973315,80,
4845,108,1,108,100,False,1,14.582519758655595,0,0.16721165583573,80,
4846,108,0,431,62.73483394551487,False,3,43.45475362307222,0,0.2268023165945398,60,
4847,431,2,643,0,False,2,67.94973630425854,1,0.5233965429885878,80,
4848,643,2,143,100,False,1,14.118240178082505,0,0.1705651793733732,100,
4849,143,0,108,100,False,1,13.68107674300266,0,0.15255151728643104,80,
4850,108,2,846,0,False,1,87.5710750152844,1,2.4593611969213964,100,
4851,846,0,642,0,False,2,67.14898802113153,1,0.3298565074298213,80,
4852,642,0,73,100,False,1,14.528647931345112,0,0.16660405113920224,60,
4853,73,1,73,100,False,1,13.414788517153797,0,0.15785685127795446,60,
4854,73,2,642,0,False,2,63.441965881789095,1,0.3643480530539767,80,
4855,642,2,846,0,False,1,89.01655870576066,1,2.4375574853110598,100,
4856,846,2,143,100,False,1,14.287864012687074,0,0.1637817764166016,100,
4857,143,1,143,100,False,1,14.242019759042169,0,0.16210414921954175,100,
4858,143,0,643,0,False,2,65.4101512692837,1,0.42080578182153655,80,
4859,643,2,846,0,False,1,87.37864109333144,1,2.4546512990588547,100,
4860,846,1,143,100,False,1,13.873955318692861,0,0.15849803071109325,100,
4861,143,0,108,100,False,1,13.757144867512398,0,0.1610572088984968,80,
4862,108,0,431,43.93862902109049,False,3,44.16307343454439,0,0.23909838754779417,60,
4863,431,2,642,0,False,2,64.80824341442373,1,0.2730916327131661,80,
4864,642,0,73,100,False,1,14.026077199451963,0,0.16837394652006463,60,
4865,73,1,73,100,False,1,13.958417154593372,0,0.15879834245151894,60,
4866,73,2,643,0,False,2,65.85315368001288,1,0.4801245964595581,80,
4867,643,0,431,37.845643964748376,False,3,45.17034188761092,0,0.24434943550604754,60,
4868,431,0,38,100,False,1,14.066788120094545,0,0.16401045521057658,40,
4869,38,0,3,100,False,1,14.472178450089213,0,0.16157822785979675,20,
4870,3,2,227,89.98818910959882,False,4,34.1399923080022,0,0.1973484183828827,40,
4871,227,0,24,79.65589062298449,False,7,18.926267811428282,0,0.1856705856573141,20,
4872,24,1,3,100,False,1,14.364379116678423,0,0.1568229687452843,20,
4873,3,2,38,100,False,1,14.756010347745109,0,0.18663129685879168,40,
4874,38,1,228,33.97534362781857,False,4,32.90219660603957,0,0.24487762018197134,40,
4875,228,0,24,79.57702969021302,False,7,18.842290271540616,0,0.1841087519258277,20,
4876,24,0,3,100,False,1,14.803481447607947,0,0.17083596728696845,20,
4877,3,2,38,100,False,1,13.641797182756276,0,0.17788080198276462,40,
4878,38,1,228,34.23987620175779,False,4,32.33865916855028,0,0.24461570673260855,40,
4879,228,1,228,30.892978519198323,False,4,33.745004428312,0,0.2482231380269518,40,
4880,228,1,38,100,False,1,14.144508847047039,0,0.15714811089296601,40,
4881,38,0,3,100,False,1,14.359421842800511,0,0.1874494025830445,20,
4882,3,0,24,79.77264649295812,False,7,18.879677794076212,0,0.188357418057878,20,
4883,24,1,24,79.61385821051815,False,7,18.68565154926841,0,0.18481834672334208,20,
4884,24,1,3,100,False,1,14.162057419076872,0,0.17105665733219858,20,
4885,3,2,38,100,False,1,14.089688312070878,0,0.16550006971737657,40,
4886,38,2,431,32.944669750556045,False,3,45.274708564967554,0,0.24981907219464405,60,
4887,431,0,228,73.06047189253344,False,4,33.74825090964727,0,0.21860990998818886,40,
4888,228,1,38,100,False,1,14.928649636276667,0,0.15703391999923944,40,
4889,38,2,73,100,False,1,14.742898972288893,0,0.16812147141811573,60,
4890,73,1,431,71.00852178923773,False,3,44.65526764571172,0,0.22191130238145912,60,
4891,431,0,228,89.74753171529383,False,4,33.70228754745467,0,0.20212520868633924,40,
4892,228,1,38,100,False,1,14.180683026750483,0,0.1762571197157775,40,
4893,38,2,73,100,False,1,14.213662123136492,0,0.15703971080688967,60,
4894,73,0,228,58.058299178434595,False,4,34.323668550159645,0,0.22759927691721044,40,
4895,228,1,228,29.79876621185648,False,4,33.30774488786139,0,0.24957618834995074,40,
4896,228,2,73,100,False,1,14.163985392635912,0,0.16089591152690932,60,
4897,73,1,73,100,False,1,14.79502928799905,0,0.17197113353868304,60,
4898,73,0,229,0,False,4,33.6710017534015,1,0.2749080598531911,40,
4899,229,1,228,30.459393291436605,False,4,34.164796838995876,0,0.24874672793923625,40,
4900,228,1,38,100,False,1,14.569276812059957,0,0.16952432238870804,40,
4901,38,2,73,100,False,1,14.77646915846118,0,0.16887137468095154,60,
4902,73,0,228,47.32972074205591,False,4,33.42666493986957,0,0.2342877613034472,40,
4903,228,1,229,0,False,4,34.24717281881493,1,0.26613748039830315,40,
4904,229,0,3,100,False,1,13.841814336364784,0,0.1664344963330797,20,
4905,3,0,3,100,False,1,13.83815653927759,0,0.17195005403446606,20,
4906,3,1,24,79.50496781322602,False,7,19.06756663672568,0,0.18280381255173017,20,
4907,24,0,24,79.67366560466823,False,7,19.14946996879721,0,0.1860464750961054,20,
4908,24,0,3,100,False,1,14.566503930475358,0,0.1659734236421192,20,
4909,3,1,3,100,False,1,13.338147794945137,0,0.15633354590379323,20,
4910,3,1,24,79.49306843907952,False,7,19.032281655819435,0,0.18259761852749432,20,
4911,24,1,24,79.77812468535637,False,7,19.04370734805714,0,0.18849876578305577,20,
4912,24,2,38,100,False,1,14.358962986312374,0,0.1656187938856862,40,
4913,38,0,3,100,False,1,13.98251081044414,0,0.1626141911766543,20,
4914,3,1,24,79.80313713078365,False,7,19.106932411417873,0,0.18916739350404707,20,
4915,24,1,24,79.65826465867188,False,7,18.691605231408257,0,0.18572022261589025,20,
4916,24,2,38,100,False,1,14.121644770156461,0,0.1658505625215735,40,
4917,38,0,3,100,False,1,14.220650303928249,0,0.17422233040542476,20,
4918,3,2,228,89.34666580598952,False,4,33.13488048887172,0,0.20342366291853897,40,
4919,228,2,431,73.14519662205963,False,3,43.932493611203064,0,0.22062286557862373,60,
4920,431,1,73,100,False,1,14.50591384887807,0,0.17316986128094464,60,
4921,73,2,108,100,False,1,14.355729671691075,0,0.16480904038949537,80,
4922,108,0,432,0,False,3,47.61760185404681,1,0.2687306508094141,60,
4923,432,2,643,0,False,2,64.06153241509807,1,0.4860772329709217,80,
4924,643,0,73,100,False,1,14.815276088245678,0,0.17005445964520255,60,
4925,73,0,38,100,False,1,14.697688075919174,0,0.186122805222309,40,
4926,38,0,24,79.30925859653092,False,7,18.953733091099515,0,0.17967273680510557,20,
